Id,MlsNumber,BathroomTotal,Bedrooms,SizeInterior,StoriesTotal,Type,AreaUnformatted,HalfBathTotal,PriceUnformattedValue,Longitude,Latitude
27295078,A2157978,4,3 + 0,2326 sqft,2,House,2326 sqft,1,859900,-114.255077292,51.15027181
27295062,A2156324,2,2 + 2,1802 sqft,,House,1802 sqft,0,1450000,-114.074441526,51.012911176
27294817,A2155919,3,2 + 0,1213.84 sqft,,Row / Townhouse,1214 sqft,1,525000,-113.977297218,50.865864627
27294669,A2157761,4,2 + 1,1588 sqft,2,Duplex,1588 sqft,1,1150000,-114.044034223,51.037024505
27294668,A2153040,2,2 + 0,982.36 sqft,4,Apartment,982 sqft,0,364900,-114.090839,51.165026
27294661,A2157976,4,3 + 2,1682.75 sqft,1,House,1683 sqft,1,1299999,-114.039121504,50.938334242
27294656,A2157971,1,1 + 0,500 sqft,19,Apartment,500 sqft,0,379900,-114.0926781,51.0401221
27294140,A2157240,2,3 + 1,1093 sqft,,House,1093 sqft,1,569999,-113.945978003,51.050980439
27294134,A2154571,4,3 + 1,2018.12 sqft,2,Duplex,2018 sqft,1,749900,-114.153095734,51.094813265
27293876,A2156173,2,2 + 0,804.43 sqft,3,Apartment,804 sqft,0,319000,-114.136005796,51.170481645
27293672,A2156993,4,3 + 1,1905.8 sqft,2,House,1906 sqft,1,695000,-113.931812587,51.09801102
27293527,A2157143,4,3 + 0,1669.33 sqft,2,House,1669 sqft,1,740000,-113.9243963,51.0884162
27293523,A2157939,1,1 + 0,710 sqft,4,Apartment,710 sqft,0,209900,-114.075571449,51.003102539
27293388,A2157590,3,3 + 0,1525 sqft,2,House,1525 sqft,1,644900,-113.936733687,51.157763648
27293302,A2157363,2,2 + 0,1089.48 sqft,10,Apartment,1089 sqft,0,514900,-114.100561516,51.065562226
27293299,A2157791,4,4 + 2,1996 sqft,2,House,1996 sqft,1,799999,-113.9239233,51.1471858
27293278,A2157692,3,3 + 0,1843.15 sqft,2,House,1843 sqft,1,654900,-114.112247614,50.900839957
27293277,A2157409,4,3 + 1,1759.6 sqft,2,House,1760 sqft,1,839900,-114.133968291,50.944032093
27293170,A2157219,4,3 + 1,2586.84 sqft,2,House,2587 sqft,1,1185000,-114.082013711,51.179682821
27293136,A2157743,3,3 + 0,1224.9 sqft,2,Row / Townhouse,1225 sqft,1,539900,-114.21839017,51.038895638
27293048,A2157384,2,2 + 0,1003.94 sqft,3,Row / Townhouse,1004 sqft,0,509900,-114.217103022,51.131285099
27292752,A2157758,1,3 + 1,1018 sqft,1,House,1018 sqft,0,809000,-114.109656584,51.033538768
27292740,A2157081,2,2 + 0,702.59 sqft,4,Apartment,703 sqft,0,314900,-114.022524971,50.862646883
27292681,A2157477,1,1 + 0,491.19 sqft,6,Apartment,491 sqft,0,295000,-114.04235842,51.052722417
27292593,A2156971,2,2 + 0,770.95 sqft,4,Apartment,771 sqft,0,334900,-114.022470505,50.860059173
27291910,A2156726,1,2 + 0,712.1 sqft,3,Apartment,712 sqft,0,229900,-114.053794158,51.053178935
27291907,A2157768,1,1 + 0,559 sqft,4,Apartment,559 sqft,0,274900,-114.140419195,51.171934496
27291385,A2157656,3,3 + 0,2262 sqft,2,House,2262 sqft,1,789000,-114.061970302,50.862317733
27291383,A2157727,1,3 + 0,905 sqft,1,House,905 sqft,0,645000,-114.19966973,51.086623025
27290915,A2157189,2,2 + 0,671 sqft,4,Apartment,671 sqft,0,339900,-113.945896589,51.164903356
27290698,A2157665,2,2 + 0,670.2 sqft,19,Apartment,670 sqft,0,399900,-114.1295714,51.0867523
27290365,A2150148,2,2 + 0,1152 sqft,2,Row / Townhouse,1152 sqft,1,359900,-114.160957032,51.014075801
27290159,A2157372,4,3 + 1,1869.43 sqft,2,Duplex,1869 sqft,1,825000,-114.140750455,51.035510365
27290151,A2157622,4,3 + 1,2130.36 sqft,2,House,2130 sqft,1,1189900,-114.1400869,51.0456148
27289656,A2157391,4,3 + 1,1834.62 sqft,2,House,1835 sqft,1,799000,-114.137833,51.0457641
27289651,A2157422,4,3 + 1,1739 sqft,2,House,1739 sqft,1,659900,-114.112958863,50.898427349
27289393,A2157323,2,1 + 1,1235 sqft,1,House,1235 sqft,0,799900,-114.102784823,51.068389751
27289384,A2157483,3,1 + 2,2787 sqft,1,House,2787 sqft,1,2199900,-114.195277369,51.026837249
27288694,A2155864,2,2 + 0,919.99 sqft,26,Apartment,920 sqft,0,460000,-114.066597306,51.040258279
27288540,A2156868,3,3 + 1,1139.15 sqft,,House,1139 sqft,0,525000,-114.039087864,51.160532129
27288502,A2157095,2,2 + 0,1122.71 sqft,4,Apartment,1123 sqft,0,388000,-114.0600739,51.0914608
27288127,A2157062,1,1 + 0,392.71 sqft,44,Apartment,393 sqft,0,279999,-114.055545639,51.041887077
27288015,A2141000,,,13000 sqft,,Multi-Family,13000 sqft,,3300000,-114.067487982,51.040877642
27288014,A2140999,,,2002.1 sqft,,Multi-Family,2002 sqft,,1700000,-114.067270923,51.040871505
27287144,A2156903,2,2 + 0,1057.53 sqft,4,Apartment,1058 sqft,0,339900,-114.088716368,51.038614841
27287143,A2141771,3,3 + 0,1309.1 sqft,2,Row / Townhouse,1309 sqft,2,419000,-114.05439954,51.16004179
27286992,A2156252,2,2 + 0,913.7 sqft,4,Apartment,914 sqft,0,399000,-113.955318535,50.870009489
27286571,A2156992,2,2 + 0,1088 sqft,22,Apartment,1088 sqft,0,435000,-114.085420707,51.048355672
27286298,A2154905,2,2 + 0,920.37 sqft,21,Apartment,920 sqft,0,484900,-114.0520702,51.047644655
27286292,A2156890,2,2 + 0,914 sqft,4,Apartment,914 sqft,0,324990,-114.068330764,50.896316818
27286126,A2157090,3,3 + 0,1744 sqft,2,Duplex,1744 sqft,1,615000,-114.000861667,50.871597827
27286125,A2156013,3,3 + 0,1719 sqft,2,House,1719 sqft,1,719000,-114.16029797,50.918071143
27285904,A2155449,5,3 + 2,4757 sqft,2,House,4757 sqft,1,4450000,-114.054635173,50.935193206
27285667,A2156576,1,1 + 0,669 sqft,16,Apartment,669 sqft,0,300000,-114.0784896,51.0397413
27285659,A2156810,4,3 + 1,3632.08 sqft,2,House,3632 sqft,1,1850000,-114.134057552,50.934243907
27285394,A2155899,2,1 + 2,1265.65 sqft,2,Row / Townhouse,1266 sqft,0,656736,-114.20531,51.03498
27285221,A2156584,4,3 + 1,2990.7 sqft,2,House,2991 sqft,1,2300000,-114.0892828,51.0408538
27285218,A2153823,5,2 + 2,4452.98 sqft,2,House,4453 sqft,1,4975000,-114.083025384,51.015654668
27284935,A2156098,1,1 + 0,659 sqft,27,Apartment,659 sqft,0,320000,-114.082147008,51.049212924
27284617,A2155340,4,3 + 1,2003 sqft,2,Duplex,2003 sqft,1,999900,-114.109405647,51.049935738
27284595,A2156558,3,2 + 3,1531 sqft,,House,1531 sqft,0,1699900,-114.1500231,51.0867128
27284345,A2157279,4,3 + 2,1966.66 sqft,2,Duplex,1967 sqft,1,899900,-114.2155417,51.0930462
27283945,A2157275,2,2 + 0,820 sqft,6,Apartment,820 sqft,0,376900,-113.961457613,51.164793769
27283944,A2149894,3,3 + 0,1656 sqft,2,House,1656 sqft,1,649900,-113.926124803,50.870650042
27283943,A2154016,2,2 + 0,1047 sqft,4,Apartment,1047 sqft,0,404900,-113.94921967,51.134731791
27283941,A2138789,4,4 + 1,2464.57 sqft,2,House,2465 sqft,1,979786,-114.165144224,51.182563618
27283520,A2156698,2,2 + 0,891.01 sqft,4,Apartment,891 sqft,0,499900,-114.100637095,51.038229347
27283410,A2156986,4,2 + 2,1962 sqft,2,Row / Townhouse,1962 sqft,1,627500,-114.014813862,50.963950415
27283379,A2157227,1,1 + 0,502.68 sqft,7,Apartment,503 sqft,0,349900,-114.037768476,51.042719725
27283372,A2157217,2,2 + 2,1058 sqft,1,House,1058 sqft,0,699900,-114.06068649,51.088085858
27283070,A2156804,3,1 + 2,1872 sqft,2,House,1872 sqft,1,799900,-114.109276575,51.050347208
27282751,A2155255,3,2 + 1,1247 sqft,1,Row / Townhouse,1247 sqft,1,440000,-114.101682076,51.133208574
27282463,A2157149,4,3 + 1,1538 sqft,2,House,1538 sqft,1,669900,-113.934623561,50.918085707
27282461,A2157147,2,2 + 2,949 sqft,,House,949 sqft,0,569900,-114.048415033,51.163603786
27282362,A2156923,2,2 + 0,832.63 sqft,4,Apartment,833 sqft,0,379900,-114.091038395,51.182167215
27282354,A2157135,3,1 + 3,1955 sqft,,House,1955 sqft,1,975000,-114.106883657,51.059966163
27282149,A2157112,3,2 + 0,1329.55 sqft,3,Row / Townhouse,1330 sqft,1,599000,-114.215808452,51.088628613
27281866,A2155608,3,2 + 0,2001 sqft,2,Duplex,2001 sqft,1,469900,-114.079514918,51.146535422
27281736,A2153899,3,2 + 0,1006.91 sqft,2,Row / Townhouse,1007 sqft,1,399000,-114.075576906,50.922002523
27281562,A2156574,2,2 + 1,1601 sqft,,House,1601 sqft,0,620000,-114.053526808,51.092249103
27281316,A2127654,1,3 + 0,1712 sqft,1,House,1712 sqft,0,1195000,-114.138105814,51.026053962
27281311,A2156987,1,1 + 0,599 sqft,6,Apartment,599 sqft,0,345900,-113.961457613,51.164793769
27281304,A2127652,2,3 + 2,1391 sqft,1,House,1391 sqft,0,1275000,-114.137941694,51.026157279
27281100,A2156706,2,1 + 1,747.9 sqft,,House,748 sqft,0,469999,-114.0409059,51.155104663
27280137,A2156736,3,3 + 0,1795 sqft,2,House,1795 sqft,0,654900,-113.998316536,50.852001548
27279998,A2156984,4,3 + 0,1762.11 sqft,8,Apartment,1762 sqft,1,1065888,-114.210007727,51.064407746
27279988,A2155496,4,3 + 0,3238.18 sqft,3,Row / Townhouse,3238 sqft,1,999900,-114.190008577,51.038307846
27279987,A2156242,3,3 + 1,1337.33 sqft,1,House,1337 sqft,0,995000,-114.154397249,51.027674343
27279800,A2155231,4,3 + 1,2801.86 sqft,3,House,2802 sqft,1,1850000,-114.1090589,51.0689494
27278899,A2156922,1,3 + 0,913.1 sqft,1,House,913 sqft,0,629000,-114.0655394,50.9611382
27278859,A2156932,2,2 + 0,995 sqft,3,Apartment,995 sqft,0,298000,-113.996994495,51.023581432
27278841,A2156881,3,3 + 0,1522.73 sqft,3,Row / Townhouse,1523 sqft,1,534999,-114.1612752,51.1808038
27278812,A2156748,1,2 + 0,892.3 sqft,3,Apartment,892 sqft,0,229900,-114.159347813,51.087463772
27278725,A2156919,4,3 + 1,1483.1 sqft,2,House,1483 sqft,1,650000,-113.9174237,50.9163793
27278652,A2156855,4,3 + 2,1996.66 sqft,2,Duplex,1997 sqft,1,899900,-114.2154629,51.0929856
27278523,A2156884,1,2 + 0,772 sqft,4,Apartment,772 sqft,0,329900,-114.053265362,51.058617825
27278502,A2156645,2,3 + 0,1193 sqft,34,Apartment,1193 sqft,0,569000,-114.060303692,51.038832701
27277851,A2155659,1,2 + 0,967.62 sqft,7,Apartment,968 sqft,0,749900,-114.073012176,51.023680313
27277782,A2156370,1,1 + 0,702.51 sqft,4,Apartment,703 sqft,0,245000,-114.115864499,50.907492174
27277666,A2150567,1,2 + 0,829.92 sqft,4,Apartment,830 sqft,0,257700,-114.058257073,51.057328931
27277616,A2156027,4,4 + 1,2982 sqft,2,House,2982 sqft,1,1899000,-114.111898113,50.973320739
27277435,A2156778,2,2 + 0,885.54 sqft,4,Apartment,886 sqft,0,309800,-113.93045051,51.119970024
27277434,A2146685,1,1 + 0,582 sqft,4,Apartment,582 sqft,0,315000,-114.050015653,51.047413505
27277380,A2156791,3,3 + 3,1335.6 sqft,,House,1336 sqft,0,634999,-114.013116529,50.997695093
27277378,A2156697,3,2 + 0,1389.94 sqft,3,Row / Townhouse,1390 sqft,1,475000,-114.188871114,51.084027926
27277315,A2156427,2,2 + 0,832 sqft,4,Apartment,832 sqft,0,345000,-114.2404584,51.1392514
27276882,A2156739,2,2 + 1,965.14 sqft,1,House,965 sqft,0,579900,-114.004961767,50.989537238
27276881,A2156759,1,1 + 0,593.1 sqft,1,Row / Townhouse,593 sqft,0,316308,-114.217692201,51.131747724
27276880,A2156760,3,3 + 0,1201 sqft,2,Row / Townhouse,1201 sqft,1,471870,-114.216994826,51.131885797
27276838,A2156358,2,3 + 2,974.2 sqft,1,House,974 sqft,0,699900,-114.017879507,51.069113254
27276691,A2156753,4,2 + 1,1481 sqft,2,Row / Townhouse,1481 sqft,1,739000,-114.054707817,51.064380696
27276690,A2156156,3,2 + 0,1377.72 sqft,3,Row / Townhouse,1378 sqft,1,414900,-113.959470095,51.163771785
27276636,A2155091,4,4 + 1,2754 sqft,2,House,2754 sqft,1,899800,-114.021103424,50.880339112
27276583,A2156670,1,2 + 0,778 sqft,4,Apartment,778 sqft,0,259000,-114.1051884,51.037501439
27276539,A2156281,2,2 + 0,820.38 sqft,24,Apartment,820 sqft,0,430000,-114.0605354,51.0389151
27276528,A2156735,4,3 + 1,2364.96 sqft,2,House,2365 sqft,1,1045000,-114.0106201,50.8589892
27276524,A2156033,1,1 + 0,409.7 sqft,19,Apartment,410 sqft,0,288800,-114.129009235,51.086447046
27276323,A2156216,3,4 + 0,2188 sqft,2,House,2188 sqft,0,815000,-113.931199526,51.154707831
27276280,A2155621,3,3 + 0,1755 sqft,2,House,1755 sqft,1,618800,-114.00552815,50.862227336
27276172,A2156586,1,2 + 0,536 sqft,15,Apartment,536 sqft,0,389000,-114.0494897,51.045381
27276141,A2156592,4,3 + 1,2390 sqft,3,Row / Townhouse,2390 sqft,1,1019900,-114.087482366,51.036843237
27276140,A2156010,1,2 + 0,902 sqft,5,Apartment,902 sqft,0,331900,-114.090597565,51.040515828
27276015,A2156418,3,3 + 0,1385.1 sqft,2,Row / Townhouse,1385 sqft,1,485000,-114.119025589,51.171893323
27276013,A2154003,1,1 + 0,701 sqft,4,Apartment,701 sqft,0,165000,-114.056753364,51.096499073
27276008,A2155925,4,4 + 3,2004 sqft,,,2004 sqft,0,1100000,-114.080759712,51.005398712
27276007,A2156152,2,2 + 0,581 sqft,8,Apartment,581 sqft,0,469000,-114.210007727,51.064407746
27276004,A2156606,6,4 + 1,3347 sqft,3,House,3347 sqft,1,1998000,-114.109745169,51.068484508
27275713,A2156696,4,3 + 1,2058 sqft,2,House,2058 sqft,0,1349000,-114.1312839,51.056446
27275708,A2156545,2,3 + 1,1101 sqft,1,House,1101 sqft,0,724900,-114.079715059,50.96281356
27275494,A2156648,3,3 + 0,1667.35 sqft,3,Row / Townhouse,1667 sqft,1,644900,-113.934491297,50.894981622
27275493,A2156640,1,1 + 0,959.19 sqft,1,Row / Townhouse,959 sqft,0,359900,-113.9648509,50.875733884
27275492,A2155628,3,3 + 0,1673.12 sqft,3,Row / Townhouse,1673 sqft,1,629900,-113.934491297,50.894981622
27275490,A2156408,3,3 + 0,1635.97 sqft,3,Row / Townhouse,1636 sqft,1,599900,-113.934491297,50.894981622
27275488,A2156664,3,3 + 0,1422.69 sqft,3,Row / Townhouse,1423 sqft,1,673900,-113.935347835,50.895005554
27275329,A2156602,4,4 + 2,1970.3 sqft,2,House,1970 sqft,1,759999,-114.139188353,51.13213436
27275315,A2139061,2,2 + 0,904.04 sqft,4,Apartment,904 sqft,0,339900,-114.242742031,51.139661472
27275313,A2156672,3,3 + 0,1418.12 sqft,3,Row / Townhouse,1418 sqft,1,673900,-113.935347835,50.895005554
27275309,A2153933,2,2 + 0,1051.02 sqft,5,Apartment,1051 sqft,0,560000,-114.078713876,50.923617172
27275222,A2156290,1,1 + 0,1649.21 sqft,7,Apartment,1649 sqft,0,999900,-114.071907109,51.02546186
27274797,A2156019,2,3 + 1,1013.31 sqft,1,House,1013 sqft,0,575000,-114.058278419,51.121236224
27274794,A2156625,3,2 + 0,1446 sqft,3,Row / Townhouse,1446 sqft,0,445900,-113.960566208,50.897240557
27274793,A2156580,5,4 + 2,2018 sqft,2,House,2018 sqft,1,774900,-113.933671881,51.131200926
27274790,A2156631,,,,,,,,1099900,-114.046607841,51.051035659
27274782,A2156611,,,,,,,,549900,-114.046607815,51.050932934
27274494,A2153443,4,4 + 2,2276 sqft,2,House,2276 sqft,1,885000,-114.216584798,51.075378311
27274250,A2156090,2,2 + 0,965.39 sqft,4,Apartment,965 sqft,0,364000,-114.0889138,51.1646466
27273622,A2156504,2,2 + 0,816 sqft,44,Apartment,816 sqft,0,469900,-114.0556475,51.0418035
27273619,A2154983,1,1 + 0,590.55 sqft,4,Apartment,591 sqft,0,321500,-114.053701058,51.057467776
27273618,A2156229,2,2 + 0,1474 sqft,18,Apartment,1474 sqft,0,449000,-114.070829614,51.030118088
27273605,A2156247,2,2 + 0,836.75 sqft,5,Apartment,837 sqft,0,350000,-114.212365794,51.03270625
27273154,A2155456,2,3 + 0,1474.51 sqft,1,Manufactured Home,1475 sqft,0,379900,-113.981211388,51.016721928
27273137,A2154240,3,4 + 0,1726.5 sqft,3,Row / Townhouse,1726 sqft,1,749000,-114.206671581,51.032848758
27272928,A2155997,4,3 + 2,2046.98 sqft,2,House,2047 sqft,1,799000,-114.253544589,51.151523819
27272752,A2155720,4,4 + 0,2065.42 sqft,2,House,2065 sqft,1,679999,-113.939651819,51.138334857
27272741,A2156525,3,3 + 0,1447.3 sqft,2,Row / Townhouse,1447 sqft,1,575000,-114.271898787,51.085176308
27272728,A2156515,4,3 + 1,2141.07 sqft,3,House,2141 sqft,1,829900,-114.060569349,51.076313346
27272722,A2156123,2,3 + 0,855 sqft,4,Apartment,855 sqft,0,379900,-113.951785657,50.884215016
27272721,A2156379,2,2 + 0,915 sqft,4,Apartment,915 sqft,0,428800,-114.132201367,51.17889987
27272529,A2156455,4,3 + 2,1964.06 sqft,2,House,1964 sqft,1,735000,-114.078823463,50.925283256
27272522,A2156124,2,2 + 0,1120.5 sqft,1,House,1120 sqft,0,550000,-114.065685732,51.165542293
27272260,A2156388,4,3 + 1,1583.47 sqft,2,House,1583 sqft,1,644999,-114.10790706,51.169369669
27272157,A2155818,3,3 + 0,1500.25 sqft,2,House,1500 sqft,1,625000,-113.968027644,50.88741587
27271950,A2153884,2,3 + 0,1139.78 sqft,1,House,1140 sqft,0,649000,-114.025501308,50.933295139
27271803,A2156215,2,2 + 0,685.76 sqft,5,Apartment,686 sqft,0,345000,-114.158429803,51.182125485
27271749,A2156053,1,3 + 0,1104 sqft,2,Row / Townhouse,1104 sqft,0,359000,-113.976082824,51.053162137
27271455,A2156458,1,1 + 0,567.53 sqft,4,Apartment,568 sqft,0,349900,-114.1004833,51.0380396
27271241,A2156415,5,3 + 1,1884.96 sqft,3,Duplex,1885 sqft,1,1074900,-114.0380072,51.0542446
27271154,A2156032,1,1 + 0,507.1 sqft,44,Apartment,507 sqft,0,355000,-114.055576976,51.041473369
27271127,A2155497,2,3 + 0,1075.91 sqft,2,Row / Townhouse,1076 sqft,0,349900,-113.954329614,51.064026344
27271124,A2155719,3,2 + 0,1409.58 sqft,3,Row / Townhouse,1410 sqft,1,487000,-114.161149813,51.180646116
27270999,A2155240,4,2 + 2,1346 sqft,,House,1346 sqft,1,974900,-114.153537439,51.054678931
27270955,A2153603,5,4 + 3,2730 sqft,2,House,2730 sqft,1,929000,-113.922049234,50.912440768
27270771,A2155885,1,2 + 0,850.4 sqft,4,Apartment,850 sqft,0,316000,-113.949108829,51.164585127
27270713,A2156367,6,4 + 1,3395.72 sqft,2,House,3396 sqft,1,1649000,-114.051316209,51.079441454
27270511,A2155283,2,2 + 0,877.9 sqft,6,Apartment,878 sqft,0,699900,-113.936132212,50.897475231
27270503,A2156323,2,2 + 0,1231 sqft,9,Apartment,1231 sqft,0,449900,-114.066126355,51.030158293
27270328,A2154035,3,3 + 0,1393 sqft,2,Duplex,1393 sqft,1,565000,-113.884532638,50.909742548
27270221,A2156119,5,1 + 3,2213.54 sqft,1,House,2214 sqft,1,1595000,-114.130543547,51.059134683
27270012,A2155739,2,2 + 0,909.1 sqft,,Duplex,909 sqft,1,439900,-113.9555411,51.0929091
27269821,A2153843,3,3 + 0,1196.56 sqft,2,Row / Townhouse,1197 sqft,1,539900,-114.0734824,51.1862382
27269818,A2156295,3,3 + 0,1553.5 sqft,32,Apartment,1554 sqft,0,899000,-114.0520702,51.047644655
27269814,A2153891,1,1 + 0,459.53 sqft,1,Row / Townhouse,460 sqft,0,329900,-114.0734824,51.1862382
27269500,A2150388,3,2 + 0,1227.55 sqft,2,Row / Townhouse,1228 sqft,1,649900,-114.068790037,51.041889606
27269180,A2155125,3,1 + 2,1836 sqft,1,House,1836 sqft,0,1498000,-114.23728,51.1498
27269172,A2156238,2,3 + 3,997.6 sqft,1,House,998 sqft,0,455000,-113.997966901,50.987009844
27269030,A2154040,2,2 + 0,,9,Apartment,,0,394000,-114.066945116,51.039348183
27269024,A2152948,2,3 + 0,1188.1 sqft,2,Row / Townhouse,1188 sqft,1,499900,-114.0775624,50.886243359
27268709,A2155912,4,3 + 4,2528.65 sqft,1,House,2529 sqft,0,1650000,-114.260410902,51.123190003
27268502,A2155915,2,2 + 0,831.25 sqft,4,Apartment,831 sqft,0,349000,-114.1740436,51.0150514
27268279,A2156159,4,3 + 1,1971.99 sqft,2,House,1972 sqft,1,725000,-114.107309549,50.911416087
27268245,A2155439,2,2 + 0,1063 sqft,4,Apartment,1063 sqft,0,475000,-114.1273762,51.0825209
27268049,A2155419,3,2 + 0,1103 sqft,2,Row / Townhouse,1103 sqft,1,419900,-114.1169657,51.1724212
27268046,A2154111,9,4 + 1,5694.8 sqft,2,House,5695 sqft,4,2688000,-114.194677971,51.028521233
27268043,A2155939,3,3 + 0,2150 sqft,2,House,2150 sqft,1,1050000,-114.228467886,51.018430129
27268039,A2155931,3,3 + 1,1375.67 sqft,1,House,1376 sqft,0,698800,-113.994140886,50.945801007
27268026,A2155454,2,1 + 0,1076.61 sqft,20,Apartment,1077 sqft,1,665000,-114.063707638,51.044891834
27268025,A2156157,4,3 + 1,1521.5 sqft,2,House,1522 sqft,2,1099000,-114.0701243,51.0335802
27268021,A2155518,3,2 + 0,1570.6 sqft,3,Row / Townhouse,1571 sqft,1,539000,-114.123802837,51.178681514
27267667,A2156071,1,2 + 0,740 sqft,4,Apartment,740 sqft,0,314900,-114.115599256,50.905656702
27267659,A2155603,1,1 + 0,701.98 sqft,4,Apartment,702 sqft,0,199900,-114.056753364,51.096499073
27267654,A2154633,4,3 + 1,1898.47 sqft,2,Duplex,1898 sqft,1,1018900,-114.139574428,51.022658301
27267653,A2148277,3,3 + 0,1902.64 sqft,2,House,1903 sqft,1,1125000,-114.077387705,51.019259446
27267649,A2154617,4,3 + 1,1899.48 sqft,2,Duplex,1899 sqft,1,1018900,-114.139495858,51.022715577
27267401,A2138207,2,2 + 1,879.43 sqft,,House,879 sqft,0,569000,-114.156636493,51.121978243
27266929,A2155946,5,3 + 0,1954 sqft,2,Duplex,1954 sqft,1,1149900,-114.05932842,51.054162438
27266927,A2155841,4,3 + 0,2012 sqft,2,Duplex,2012 sqft,1,1149900,-114.05943714,51.054171768
27266919,A2156105,2,2 + 1,900.6 sqft,,House,901 sqft,0,539900,-114.186260083,51.120263579
27266559,A2154551,2,2 + 0,1146.36 sqft,4,Apartment,1146 sqft,0,399900,-114.101382157,51.042770772
27266083,A2155745,2,2 + 2,906.1 sqft,,Duplex,906 sqft,0,489900,-113.941924826,51.083233567
27266020,A2154178,5,5 + 2,2652.21 sqft,2,House,2652 sqft,0,1750000,-114.042553972,51.057458974
27265983,A2155214,1,2 + 0,844 sqft,4,Apartment,844 sqft,0,285000,-113.943591715,51.038630531
27265802,A2155380,2,2 + 0,932.7 sqft,32,Apartment,933 sqft,0,480000,-114.0489031,51.0470435
27265754,A2155186,2,2 + 0,806 sqft,29,Apartment,806 sqft,0,405000,-114.060244208,51.03994543
27265751,A2155795,2,2 + 0,1286 sqft,1,Mobile Home,1286 sqft,0,155000,-114.212166609,51.089531941
27265634,A2156014,2,3 + 0,835 sqft,5,Apartment,835 sqft,0,399900,-113.952877837,51.151853126
27265492,A2108768,3,3 + 1,2096.37 sqft,2,House,2096 sqft,1,795000,-114.226240544,51.119000109
27265489,A2155704,1,1 + 0,716.7 sqft,32,Apartment,717 sqft,0,373000,-114.0520702,51.047644655
27265456,A2155680,2,2 + 0,1400 sqft,7,Apartment,1400 sqft,0,849000,-114.071907109,51.02546186
27265454,A2156057,4,3 + 1,1906 sqft,2,House,1906 sqft,1,1259900,-114.1285485,51.0557637
27265427,A2155753,2,3 + 0,1320 sqft,1,Mobile Home,1320 sqft,0,110000,-114.224035519,51.093705682
27264976,A2155870,2,3 + 0,1150 sqft,31,Apartment,1150 sqft,0,485000,-114.136006694,51.042707841
27264974,A2155721,3,2 + 0,1516.21 sqft,3,Row / Townhouse,1516 sqft,1,460800,-113.954260061,50.868790397
27264656,A2155970,2,2 + 0,1186.71 sqft,27,Apartment,1187 sqft,0,554900,-114.082147008,51.049212924
27264110,A2153460,3,2 + 0,1256.71 sqft,,Row / Townhouse,1257 sqft,1,425000,-114.121734414,50.921082988
27264102,A2155661,1,2 + 0,903 sqft,4,Apartment,903 sqft,0,319000,-113.9485729,51.1643667
27263914,A2153258,4,2 + 1,1521.8 sqft,2,Row / Townhouse,1522 sqft,1,699900,-114.098708625,51.052787084
27263781,A2155868,2,2 + 0,886 sqft,1,House,886 sqft,1,864900,-114.060175425,51.071792484
27263562,A2155732,2,3 + 0,1526 sqft,1,House,1526 sqft,0,699900,-114.160470287,51.119502398
27262852,A2155773,4,3 + 1,3316.2 sqft,2,House,3316 sqft,1,2295000,-113.933377438,50.900261256
27262219,A2141471,4,2 + 1,1484 sqft,1,House,1484 sqft,1,1030000,-114.137860765,51.050930878
27262011,A2155749,5,4 + 1,2490 sqft,2,Duplex,2490 sqft,1,1569000,-114.1404196,51.0652149
27262010,A2155596,3,3 + 0,1247 sqft,2,Row / Townhouse,1247 sqft,1,469900,-114.122333383,50.91034123
27261733,A2155347,2,2 + 0,817.35 sqft,3,Apartment,817 sqft,1,249900,-114.086037529,50.951844216
27261732,A2155650,3,2 + 2,1467 sqft,1,House,1467 sqft,0,1699900,-114.058778697,51.058607416
27261731,A2155705,4,3 + 1,2066 sqft,2,House,2066 sqft,1,849900,-114.1155653,50.9160577
27261479,A2155298,,,1694.98 sqft,,Multi-Family,1695 sqft,,1298000,-114.072443158,51.00539906
27261478,A2155184,2,2 + 0,675 sqft,1,House,675 sqft,0,714500,-114.05784119,51.062683263
27261271,A2155620,2,2 + 0,737 sqft,4,Apartment,737 sqft,0,335500,-113.93253193,50.925595965
27261270,A2155236,5,3 + 1,1895 sqft,2,Duplex,1895 sqft,1,899900,-114.10453788,51.076016194
27260214,A2154611,2,3 + 0,1602.9 sqft,2,House,1603 sqft,0,679900,-114.112518355,50.897961124
27260213,A2155431,5,1 + 2,2257 sqft,1,House,2257 sqft,1,2099900,-114.170876429,51.061986382
27260065,A2153556,3,3 + 0,1774.43 sqft,2,House,1774 sqft,1,675000,-114.1119851,51.1865427
27259999,A2153173,2,2 + 2,876 sqft,,House,876 sqft,0,499900,-113.945921486,51.106776239
27259977,A2155702,3,3 + 0,1838 sqft,2,Duplex,1838 sqft,1,899000,-114.194371,51.0915227
27259976,A2155700,3,3 + 0,1838 sqft,2,Duplex,1838 sqft,1,899000,-114.194371,51.0915227
27259939,A2155629,1,2 + 0,595.2 sqft,4,Apartment,595 sqft,0,334900,-114.001993,50.8743303
27259685,A2155482,3,1 + 2,1417.56 sqft,1,House,1418 sqft,1,829000,-114.118369241,51.171147308
27259497,A2144723,6,4 + 1,4183.1 sqft,3,House,4183 sqft,2,3800000,-114.114433371,51.061878676
27259419,A2155648,5,3 + 1,3030 sqft,2,House,3030 sqft,0,2288800,-114.075808021,51.076306233
27258937,A2155605,,,,,,,,799000,-114.121235161,51.026238388
